id_venta,fecha,id_cliente,id_producto,cantidad,precio_unitario,region,canal,costo_unitario
375,03/11/2025,239,39,4,369.25,Centro,Tienda,249.24
376,03/11/2025,274,2,17,497.76,Centro,Distribuidor,NA
377,04/11/2025,294,29,41,150.88,Norte,Online,86.95
378,04/11/2025,227,10,19,273.73,Oriente,Distribuidor,198.92
379,2025-11-04 05:25:36.168084042,15,2,5,271.33,Centro,Distribuidor,175.72
380,04/11/2025,192,11,32,208.77,Norte,Online,115.11
381,04/11/2025,119,13,22,92.89,Oriente,Tienda,62.02
382,04/11/2025,28,10,6,488.95,Centro,Distribuidor,247.46
383,2025-11-04 14:07:08.614307153,202,14,35,428.13,Sur,Online,324.04
384,2025-11-04 16:17:31.725862931,39,18,22,254.18,Sur,Tienda,133.64
385,2025-11-04 18:27:54.837418709,273,9,1,305.59,Oriente,Distribuidor,220.08
386,04/11/2025,231,39,20,121.36,Sur,Distribuidor,94.36
387,2025-11-04 22:48:41.060530265,86,28,22,276.46,Oriente,Distribuidor,151.06
388,2025-11-05 00:59:04.172086043,126,3,48,350.54,Norte,Tienda,238.9
389,2025-11-05 03:09:27.283641821,300,20,11,262.43,Norte,Distribuidor,202.77
390,2025-11-05 05:19:50.395197598,25,6,13,495.24,Centro,Tienda,292.8
391,05/11/2025,145,27,42,309.56,Oriente,Distribuidor,172.43
392,05/11/2025,13,2,3,191.78,Centro,Online,118.5
393,05/11/2025,212,29,9,388.35,Centro,Distribuidor,269.57
394,2025-11-05 14:01:22.841420710,25,38,12,93.53,Norte,Online,65.6
395,05/11/2025,68,3,23,198.41,Centro,Online,108.29
396,2025-11-05 18:22:09.064532266,67,16,14,180.01,Sur,Online,118.83
397,2025-11-05 20:32:32.176088044,233,30,33,221.59,Centro,Tienda,131.6
398,2025-11-05 22:42:55.287643822,109,40,18,393.07,Oriente,Online,312.38
399,06/11/2025,146,2,49,247.24,Sur,Distribuidor,150.75
400,06/11/2025,111,17,41,399.07,Norte,Tienda,316.68
401,2025-11-06 05:14:04.622311155,228,12,9,292.48,Oriente,Online,190.11
402,06/11/2025,111,35,23,177.61,Sur,Tienda,133.97
403,06/11/2025,34,1,10,406.89,Oriente,Tienda,276.08
404,2025-11-06 11:45:13.956978489,111,15,19,126.76,Sur,Tienda,90.97
405,06/11/2025,264,26,47,119.95,Oriente,Distribuidor,76.57
406,06/11/2025,236,37,5,257.21,Oriente,Online,197.76
407,06/11/2025,83,21,47,137.82,Sur,Tienda,89.42
408,2025-11-06 20:26:46.403201600,42,31,23,14.45,Norte,Tienda,9.54
409,06/11/2025,101,25,30,327.67,Norte,Tienda,223.2
410,07/11/2025,6,23,25,260.44,Oriente,Online,206.04
411,2025-11-07 02:57:55.737868934,180,24,28,228.3,Oriente,Tienda,166.84
412,07/11/2025,282,38,34,483.81,Norte,Tienda,301.03
413,2025-11-07 07:18:41.960980490,226,28,45,289.89,Norte,Distribuidor,212.96
414,07/11/2025,229,21,48,433.08,Centro,Online,313.92
415,07/11/2025,289,18,47,78.33,Norte,Distribuidor,64.69
416,2025-11-07 13:49:51.295647824,150,36,25,288.91,Oriente,Online,229.54
417,07/11/2025,277,35,10,435.31,Sur,Online,316.3
418,07/11/2025,198,9,14,295.72,Norte,Online,183.21
419,2025-11-07 20:21:00.630315157,70,38,42,361.83,Centro,Distribuidor,279.64
420,07/11/2025,112,30,46,192.3,Centro,Distribuidor,134.86
421,08/11/2025,4,34,30,55.3,Centro,Distribuidor,46.72
422,2025-11-08 02:52:09.964982491,95,32,41,234.37,Sur,Distribuidor,137.49
423,2025-11-08 05:02:33.076538269,152,3,25,203.29,Norte,Tienda,107.31
424,2025-11-08 07:12:56.188094047,137,3,14,434.86,Norte,Tienda,228.07
425,08/11/2025,247,28,35,129.56,Norte,Tienda,93.8
426,08/11/2025,243,15,48,483.7,Sur,Online,400.86
427,2025-11-08 13:44:05.522761380,31,23,34,479.49,Sur,Tienda,240.07
428,08/11/2025,40,40,10,131.34,Oriente,Online,99.03
429,08/11/2025,229,11,35,180.55,Centro,Distribuidor,131.8
430,08/11/2025,36,32,11,448.82,Centro,Online,339.45
431,08/11/2025,223,36,11,483.64,Norte,Online,301.98
432,09/11/2025,6,33,21,227.29,Sur,Tienda,178.92
433,2025-11-09 02:46:24.192096048,220,24,21,167.29,Sur,Distribuidor,86.26
434,09/11/2025,75,39,22,267.79,Norte,Distribuidor,204.7
435,2025-11-09 07:07:10.415207603,4,34,45,347.01,Norte,Tienda,205.94
436,09/11/2025,134,28,7,144.0,Oriente,Distribuidor,96.03
437,09/11/2025,118,37,17,370.87,Centro,Distribuidor,292.22
438,09/11/2025,94,7,2,35.31,Centro,Distribuidor,21.01
439,09/11/2025,62,4,12,34.15,Centro,Tienda,19.29
440,2025-11-09 17:59:05.972986493,194,37,42,199.28,Oriente,Distribuidor,147.16
441,09/11/2025,203,1,18,183.2,Norte,Online,125.8
442,2025-11-09 22:19:52.196098049,26,1,11,164.66,Norte,Online,111.98
443,10/11/2025,173,20,16,250.6,Centro,Distribuidor,NA
444,2025-11-10 02:40:38.419209604,300,19,49,167.16,Centro,Tienda,85.62
445,2025-11-10 04:51:01.530765382,133,29,18,104.21,Oriente,Tienda,67.07
446,10/11/2025,118,10,35,161.64,Sur,Tienda,86.85
447,10/11/2025,275,18,26,487.7,Sur,Distribuidor,398.5
448,10/11/2025,212,28,16,211.45,Centro,Distribuidor,NA
449,2025-11-10 13:32:33.976988494,225,35,6,227.91,NA,Online,148.39
450,10/11/2025,20,31,44,292.51,Centro,Tienda,151.6
451,10/11/2025,113,27,43,491.84,Sur,Online,262.37
452,2025-11-10 20:03:43.311655828,140,11,47,128.38,Centro,Online,93.79
453,10/11/2025,47,38,47,343.83,Sur,Tienda,249.79
454,2025-11-11 00:24:29.534767383,1,5,48,360.83,Sur,Distribuidor,184.59
455,2025-11-11 02:34:52.646323161,90,8,42,307.59,Sur,Distribuidor,153.92
456,11/11/2025,142,34,12,53.4,Norte,Online,28.17
457,2025-11-11 06:55:38.869434717,38,12,13,341.67,Norte,Online,262.08
458,2025-11-11 09:06:01.980990495,293,38,4,41.41,Centro,Online,29.18
459,2025-11-11 11:16:25.092546273,139,1,39,302.11,Sur,Online,155.09
460,2025-11-11 13:26:48.204102051,259,31,2,372.39,Norte,Tienda,249.81
461,2025-11-11 15:37:11.315657829,161,4,26,113.38,Centro,Online,84.95
462,11/11/2025,178,5,27,422.39,Centro,Online,339.66
463,11/11/2025,10,30,27,24.87,Centro,Distribuidor,20.57
464,11/11/2025,261,24,15,423.47,Centro,Distribuidor,260.27
465,2025-11-12 00:18:43.761880940,138,3,8,235.56,Centro,Distribuidor,128.98
466,2025-11-12 02:29:06.873436718,172,11,7,116.62,Oriente,Tienda,67.98
467,2025-11-12 04:39:29.984992496,13,4,47,75.55,Sur,Tienda,58.3
468,12/11/2025,168,26,46,477.12,Centro,Distribuidor,400.79
469,12/11/2025,130,27,40,45.61,Oriente,Distribuidor,30.25
470,2025-11-12 11:10:39.319659830,84,27,12,107.56,Sur,Online,65.28
471,2025-11-12 13:21:02.431215607,101,6,13,180.43,Norte,Online,117.32
472,2025-11-12 15:31:25.542771385,273,15,43,313.92,Centro,Tienda,190.45
473,2025-11-12 17:41:48.654327163,265,30,17,276.95,Oriente,Tienda,163.34
474,12/11/2025,38,37,17,71.57,Norte,Online,50.66
475,2025-11-12 22:02:34.877438719,94,37,36,151.97,Oriente,Distribuidor,76.82
476,2025-11-13 00:12:57.988994497,95,37,21,126.99,Sur,Online,75.03
477,13/11/2025,69,35,8,114.64,Sur,Tienda,83.86
478,2025-11-13 04:33:44.212106053,236,23,5,211.46,Norte,Tienda,108.1
479,2025-11-13 06:44:07.323661831,137,6,26,354.98,Oriente,Online,187.83
480,13/11/2025,76,4,16,116.55,Centro,Online,70.24
481,2025-11-13 11:04:53.546773386,35,18,36,189.67,Centro,Online,153.11
482,2025-11-13 13:15:16.658329164,1,9,28,201.55,Norte,Tienda,154.73
483,2025-11-13 15:25:39.769884942,296,29,29,488.46,Norte,Distribuidor,248.02
484,13/11/2025,60,13,47,477.79,Norte,Online,322.79
485,2025-11-13 19:46:25.992996498,267,17,12,402.07,NA,Tienda,239.69
486,2025-11-13 21:56:49.104552276,229,32,37,128.41,Centro,Tienda,93.36
487,14/11/2025,270,22,30,43.34,Centro,Tienda,32.62
488,14/11/2025,286,4,23,165.28,Centro,Online,132.55
489,2025-11-14 04:27:58.439219609,291,5,16,140.73,Norte,Online,93.78
490,14/11/2025,213,37,14,257.9,Centro,Distribuidor,218.71
491,2025-11-14 08:48:44.662331165,165,13,10,391.09,Sur,Tienda,329.69
492,2025-11-14 10:59:07.773886943,5,34,7,430.58,Norte,Online,348.24
493,14/11/2025,78,22,45,423.98,NA,Tienda,297.3
494,14/11/2025,62,23,37,186.24,Oriente,Tienda,119.06
495,2025-11-14 17:30:17.108554277,132,3,29,346.74,Norte,Distribuidor,217.59
496,14/11/2025,89,34,3,163.29,Sur,Online,82.34
497,14/11/2025,237,32,15,39.84,Sur,Online,23.39
498,15/11/2025,42,21,36,353.77,Oriente,Tienda,265.89
499,2025-11-15 02:11:49.554777388,89,21,47,14.82,Oriente,Tienda,10.54
500,2025-11-15 04:22:12.666333166,296,11,46,210.5,Norte,Distribuidor,172.77
501,2025-11-15 06:32:35.777888944,295,39,19,171.4,Norte,Distribuidor,88.7
502,15/11/2025,104,4,13,349.75,Sur,Distribuidor,193.88
503,15/11/2025,14,1,42,385.46,Oriente,Distribuidor,299.21
504,2025-11-15 13:03:45.112556278,288,28,21,159.01,NA,Distribuidor,99.46
505,2025-11-15 15:14:08.224112056,179,24,37,407.7,Sur,Distribuidor,220.74
506,2025-11-15 17:24:31.335667834,125,35,27,154.02,Oriente,Tienda,130.73
507,2025-11-15 19:34:54.447223611,23,13,29,228.7,Sur,Distribuidor,177.37
508,2025-11-15 21:45:17.558779389,63,34,20,366.24,Centro,Tienda,235.51
509,15/11/2025,143,11,25,349.53,Oriente,Tienda,275.49
510,16/11/2025,153,36,6,493.81,Norte,Online,364.54
511,2025-11-16 04:16:26.893446723,145,17,36,120.33,Norte,Tienda,93.44
512,16/11/2025,225,35,2,334.54,Centro,Tienda,262.72
513,16/11/2025,104,18,22,308.74,Oriente,Distribuidor,163.53
514,16/11/2025,104,40,32,458.4,Sur,Tienda,329.15
515,2025-11-16 12:57:59.339669835,39,22,16,86.62,Norte,Distribuidor,43.52
516,2025-11-16 15:08:22.451225612,198,24,18,378.38,Centro,Distribuidor,194.95
517,16/11/2025,134,19,5,288.45,Centro,Distribuidor,235.49
518,16/11/2025,67,37,36,144.59,Oriente,Online,98.99
519,16/11/2025,179,39,30,242.47,Oriente,Distribuidor,183.69
520,2025-11-16 23:49:54.897448724,42,21,45,173.55,Norte,Tienda,137.71
521,2025-11-17 02:00:18.009004502,15,8,19,293.86,Centro,Distribuidor,244.6
522,17/11/2025,111,28,23,445.61,Sur,Distribuidor,358.39
523,2025-11-17 06:21:04.232116058,157,5,34,288.96,Centro,Distribuidor,193.36
524,17/11/2025,289,17,13,319.54,Sur,Online,197.34
525,17/11/2025,231,37,43,264.19,NA,Tienda,146.38
526,2025-11-17 12:52:13.566783391,157,36,29,35.07,Norte,Online,22.45
527,17/11/2025,38,19,36,124.1,Centro,Tienda,77.97
528,17/11/2025,97,27,22,251.08,Sur,Online,174.71
529,2025-11-17 19:23:22.901450725,289,34,47,162.02,Oriente,Tienda,118.75
530,2025-11-17 21:33:46.013006503,254,11,36,99.06,Sur,Online,83.45
531,2025-11-17 23:44:09.124562281,196,12,9,257.03,Oriente,Distribuidor,194.04
532,2025-11-18 01:54:32.236118059,86,21,39,168.18,Oriente,Online,121.98
533,2025-11-18 04:04:55.347673837,10,11,19,136.47,Centro,Online,84.24
534,2025-11-18 06:15:18.459229614,5,39,38,237.35,Oriente,Distribuidor,121.54
535,18/11/2025,123,28,6,75.31,Sur,Distribuidor,45.25
536,18/11/2025,118,5,47,464.6,Oriente,Tienda,NA
537,2025-11-18 12:46:27.793896948,294,17,15,435.17,Centro,Tienda,248.85
538,18/11/2025,159,20,20,356.73,Norte,Tienda,267.29
539,2025-11-18 17:07:14.017008504,228,12,9,62.04,NA,Online,43.61
540,18/11/2025,216,6,32,390.18,Sur,Tienda,218.56
541,2025-11-18 21:28:00.240120060,184,17,4,405.9,Centro,Online,240.12
542,2025-11-18 23:38:23.351675838,15,19,18,386.2,Centro,Online,260.19
543,19/11/2025,157,26,5,65.84,Centro,Tienda,42.56
544,2025-11-19 03:59:09.574787393,136,32,20,325.51,Centro,Tienda,251.46
545,19/11/2025,261,6,23,418.82,Sur,Online,317.06
546,19/11/2025,157,36,11,292.9,Norte,Distribuidor,205.35
547,19/11/2025,47,38,37,326.74,Oriente,Distribuidor,257.4
548,19/11/2025,173,11,22,234.6,NA,Online,163.5
549,2025-11-19 14:51:05.132566283,130,33,4,269.07,Norte,Tienda,225.36
550,19/11/2025,95,24,29,26.84,Norte,Online,15.46
551,19/11/2025,115,23,44,323.09,Norte,Online,242.3
552,2025-11-19 21:22:14.467233616,243,15,34,49.91,Centro,Tienda,31.42
553,2025-11-19 23:32:37.578789394,292,27,13,223.16,Sur,Distribuidor,133.37
554,2025-11-20 01:43:00.690345172,282,11,42,153.4,Sur,Online,86.39
555,20/11/2025,299,17,9,277.26,Sur,Distribuidor,192.25
556,2025-11-20 06:03:46.913456728,283,14,42,75.37,Centro,Distribuidor,43.37
557,20/11/2025,69,27,31,348.91,Sur,Tienda,198.92
558,20/11/2025,148,18,7,399.56,NA,Online,338.3
559,2025-11-20 12:34:56.248124062,11,28,4,90.04,Sur,Online,NA
560,20/11/2025,254,4,19,61.11,Norte,Distribuidor,46.56
561,2025-11-20 16:55:42.471235617,38,7,42,81.3,Oriente,Distribuidor,63.24
562,2025-11-20 19:06:05.582791395,134,35,30,439.79,Oriente,Tienda,369.04
563,2025-11-20 21:16:28.694347173,200,9,31,268.81,Centro,Distribuidor,188.34
564,2025-11-20 23:26:51.805902951,23,8,35,238.96,Sur,Tienda,137.9
565,2025-11-21 01:37:14.917458729,218,17,21,62.29,Oriente,Online,49.94
566,2025-11-21 03:47:38.029014507,141,17,31,328.28,Norte,Tienda,249.48
567,21/11/2025,104,33,19,435.32,Norte,Distribuidor,280.78
568,21/11/2025,210,32,31,415.81,Norte,Online,276.83
569,21/11/2025,111,8,32,316.77,Centro,Tienda,203.98
570,2025-11-21 12:29:10.475237618,104,19,2,46.89,Centro,Online,38.71
571,21/11/2025,171,38,10,65.07,Sur,Tienda,40.36
572,21/11/2025,133,3,2,34.16,Norte,Distribuidor,28.6
573,2025-11-21 19:00:19.809904952,293,5,2,136.16,Sur,Distribuidor,111.46
574,2025-11-21 21:10:42.921460730,127,13,24,76.47,Sur,Online,NA
575,21/11/2025,106,31,17,137.42,Norte,Online,96.6
576,22/11/2025,92,16,32,198.68,Sur,Online,125.08
577,22/11/2025,287,32,16,472.06,Oriente,Tienda,239.06
578,22/11/2025,51,22,16,309.08,Centro,Distribuidor,NA
579,22/11/2025,29,29,46,419.14,Sur,Online,320.21
580,2025-11-22 10:13:01.590795398,296,22,39,358.07,Norte,Online,238.13
581,2025-11-22 12:23:24.702351175,297,3,31,65.13,Centro,Online,35.98
582,22/11/2025,214,10,43,370.6,NA,Tienda,219.54
583,22/11/2025,267,21,24,144.8,Sur,Online,120.44
584,2025-11-22 18:54:34.037018509,257,16,1,323.16,Oriente,Online,203.1
585,22/11/2025,101,12,11,177.07,Sur,Tienda,144.79
586,2025-11-22 23:15:20.260130065,110,2,21,498.86,Oriente,Tienda,302.62
587,2025-11-23 01:25:43.371685843,182,24,4,139.14,Centro,Online,96.02
588,2025-11-23 03:36:06.483241621,1,35,7,146.77,Sur,Online,NA
589,23/11/2025,55,30,26,466.03,Norte,Tienda,318.14
590,2025-11-23 07:56:52.706353176,149,30,47,22.08,Sur,Distribuidor,15.96
591,2025-11-23 10:07:15.817908954,137,35,12,351.38,Oriente,Tienda,204.51
592,2025-11-23 12:17:38.929464732,202,19,31,365.41,Oriente,Distribuidor,256.75
593,2025-11-23 14:28:02.041020510,117,8,17,419.83,Sur,Online,305.01
594,23/11/2025,154,26,33,487.48,Oriente,Online,360.94
595,23/11/2025,291,40,11,488.04,Centro,Distribuidor,376.64
596,2025-11-23 20:59:11.375687844,63,7,28,41.99,Sur,Tienda,25.57
597,23/11/2025,244,30,32,412.7,Oriente,Online,288.36
598,24/11/2025,25,7,1,326.69,Sur,Distribuidor,275.58
599,24/11/2025,90,3,47,327.2,Sur,Tienda,266.46
600,2025-11-24 05:40:43.821910955,75,1,28,72.89,Norte,Distribuidor,60.75
601,24/11/2025,294,36,42,328.59,Sur,Tienda,208.7
602,2025-11-24 10:01:30.045022511,210,25,7,491.42,Norte,Tienda,381.06
603,2025-11-24 12:11:53.156578289,17,37,2,456.79,Oriente,Tienda,327.5
604,2025-11-24 14:22:16.268134067,128,1,42,225.17,Norte,Tienda,119.11
605,24/11/2025,251,15,24,29.57,Norte,Distribuidor,23.31
606,24/11/2025,179,37,4,187.52,Norte,Distribuidor,138.2
607,2025-11-24 20:53:25.602801401,182,13,44,414.93,NA,Distribuidor,236.35
608,2025-11-24 23:03:48.714357178,152,40,19,353.73,Norte,Distribuidor,186.74
609,25/11/2025,25,8,26,235.08,Sur,Distribuidor,186.41
610,25/11/2025,180,5,11,37.0,Norte,Tienda,19.52
611,2025-11-25 05:34:58.049024512,198,9,40,219.18,Sur,Online,116.6
612,25/11/2025,161,1,43,239.82,Norte,Online,155.79
613,25/11/2025,177,36,11,464.99,Centro,Distribuidor,254.43
614,2025-11-25 12:06:07.383691846,285,35,45,324.13,Oriente,Distribuidor,NA
615,2025-11-25 14:16:30.495247624,63,2,3,162.71,Norte,Online,108.14
616,25/11/2025,150,40,12,267.41,Norte,Tienda,186.97
617,2025-11-25 18:37:16.718359179,154,23,3,42.37,Centro,Distribuidor,34.95
618,25/11/2025,156,9,42,486.56,Norte,Tienda,333.58
619,25/11/2025,49,34,27,186.43,Sur,Online,116.29
620,2025-11-26 01:08:26.053026513,84,14,49,244.16,Norte,Online,190.2
621,26/11/2025,177,4,2,184.09,Norte,Distribuidor,120.58
622,2025-11-26 05:29:12.276138069,148,30,49,344.43,Oriente,Tienda,210.61
623,2025-11-26 07:39:35.387693847,118,31,16,334.49,Oriente,Distribuidor,251.91
624,2025-11-26 09:49:58.499249625,63,38,2,360.51,Norte,Online,281.4
625,26/11/2025,189,11,30,141.39,Centro,Tienda,109.87
626,2025-11-26 14:10:44.722361180,49,35,20,164.68,Oriente,Distribuidor,138.69
627,2025-11-26 16:21:07.833916958,257,8,38,71.37,Norte,Distribuidor,55.34
628,2025-11-26 18:31:30.945472736,224,3,28,331.2,Oriente,Distribuidor,254.85
629,2025-11-26 20:41:54.057028514,141,14,25,29.5,Norte,Online,23.6
630,2025-11-26 22:52:17.168584292,215,13,32,302.86,Oriente,Distribuidor,151.45
631,27/11/2025,211,32,10,436.15,Oriente,Tienda,273.4
632,27/11/2025,32,34,42,446.51,Sur,Distribuidor,NA
633,27/11/2025,158,19,40,230.03,Norte,Online,163.3
634,2025-11-27 07:33:49.614807404,285,38,33,235.06,Norte,Distribuidor,132.14
635,27/11/2025,286,16,13,47.71,Norte,Online,28.93
636,2025-11-27 11:54:35.837918959,144,2,41,338.67,Norte,Online,209.26
637,2025-11-27 14:04:58.949474737,19,40,42,412.42,Oriente,Tienda,288.17
638,27/11/2025,18,17,47,129.88,Sur,Tienda,102.74
639,2025-11-27 18:25:45.172586293,257,34,37,216.44,Sur,Distribuidor,178.86
640,2025-11-27 20:36:08.284142071,78,16,16,421.03,Centro,Online,321.05
641,27/11/2025,175,38,45,439.79,Norte,Online,349.65
642,28/11/2025,194,2,22,129.16,Centro,Tienda,85.83
643,28/11/2025,113,2,20,279.78,Oriente,Tienda,178.06
644,2025-11-28 05:17:40.730365182,114,26,43,104.32,NA,Distribuidor,66.5
645,2025-11-28 07:28:03.841920960,222,13,27,59.92,Norte,Online,42.88
646,28/11/2025,166,31,41,456.45,Sur,Tienda,248.07
647,2025-11-28 11:48:50.065032516,132,34,16,412.05,Sur,Distribuidor,289.6
648,2025-11-28 13:59:13.176588294,264,39,34,382.42,Norte,Online,280.24
649,2025-11-28 16:09:36.288144072,55,3,32,33.9,Oriente,Online,22.16
650,28/11/2025,131,8,26,423.43,Norte,Tienda,352.97
651,28/11/2025,288,23,25,224.64,Oriente,Distribuidor,160.14
652,2025-11-28 22:40:45.622811406,266,14,2,177.77,Sur,Tienda,102.57
653,29/11/2025,162,27,12,277.77,NA,Distribuidor,185.47
654,2025-11-29 03:01:31.845922961,87,29,40,54.76,Norte,Online,40.32
655,2025-11-29 05:11:54.957478739,55,39,9,380.76,Norte,Distribuidor,NA
656,2025-11-29 07:22:18.069034517,288,39,12,295.39,Norte,Distribuidor,155.93
657,29/11/2025,178,1,26,101.43,Oriente,Distribuidor,71.43
658,2025-11-29 11:43:04.292146073,8,17,9,102.23,Oriente,Distribuidor,85.03
659,29/11/2025,247,30,10,100.28,Oriente,Distribuidor,67.17
660,29/11/2025,255,13,32,37.93,Sur,Tienda,30.99
661,29/11/2025,54,21,34,298.02,Centro,Distribuidor,236.11
662,29/11/2025,249,19,48,421.77,Centro,Distribuidor,232.65
663,29/11/2025,239,19,20,18.57,Norte,Online,13.89
664,30/11/2025,229,25,39,34.01,Sur,Distribuidor,22.19
665,30/11/2025,67,22,2,290.66,Oriente,Online,170.79
666,30/11/2025,51,31,1,411.55,Norte,Tienda,304.72
667,30/11/2025,97,17,36,170.1,Sur,Tienda,129.26
668,30/11/2025,92,23,24,181.31,Norte,Distribuidor,102.07
669,2025-11-30 11:37:18.519259630,264,32,27,302.21,Sur,Tienda,247.83
670,30/11/2025,291,10,2,144.36,Sur,Distribuidor,110.13
671,30/11/2025,96,10,31,23.04,Centro,Tienda,19.05
672,2025-11-30 18:08:27.853926963,88,36,14,370.26,Norte,Distribuidor,NA
673,30/11/2025,78,8,2,316.57,Oriente,Distribuidor,262.36
674,2025-11-30 22:29:14.077038519,288,20,29,294.57,Centro,Online,185.28
675,01/12/2025,120,32,15,373.43,Centro,Online,NA
676,01/12/2025,165,14,12,340.86,Oriente,Online,NA
677,01/12/2025,182,28,37,110.88,Sur,Online,82.74
678,01/12/2025,223,24,28,182.72,Oriente,Distribuidor,129.6
679,01/12/2025,7,15,20,71.79,Norte,Tienda,48.2
680,2025-12-01 11:31:32.746373186,263,22,39,73.63,Oriente,Distribuidor,37.64
681,2025-12-01 13:41:55.857928964,161,30,24,341.34,Sur,Online,245.29
682,2025-12-01 15:52:18.969484742,151,4,21,430.71,Oriente,Online,278.19
683,01/12/2025,85,13,10,481.74,Sur,Tienda,335.33
684,01/12/2025,147,23,46,317.89,Sur,Online,206.71
685,01/12/2025,112,8,14,100.21,Norte,Distribuidor,83.99
686,02/12/2025,36,18,37,61.77,Oriente,Distribuidor,43.95
687,2025-12-02 02:44:14.527263632,285,12,18,408.3,Oriente,Distribuidor,311.22
688,2025-12-02 04:54:37.638819410,188,31,24,293.59,Norte,Distribuidor,243.01
689,2025-12-02 07:05:00.750375187,82,14,14,312.96,Sur,Distribuidor,221.28
690,2025-12-02 09:15:23.861930965,2,34,34,392.92,Oriente,Tienda,198.12
691,02/12/2025,197,18,12,354.61,Norte,Distribuidor,181.56
692,2025-12-02 13:36:10.085042521,11,34,22,418.88,Sur,Online,312.41
693,2025-12-02 15:46:33.196598299,234,11,6,37.54,Norte,Online,22.44
694,02/12/2025,195,12,36,376.29,Oriente,Online,NA
695,02/12/2025,119,15,45,426.92,Norte,Online,243.68
696,2025-12-02 22:17:42.531265633,20,31,36,150.21,Centro,Tienda,89.31
697,03/12/2025,261,29,22,323.82,Sur,Online,219.1
698,2025-12-03 02:38:28.754377188,293,26,14,163.94,Centro,Tienda,137.95
699,03/12/2025,256,18,16,479.41,Centro,Online,343.11
700,2025-12-03 06:59:14.977488744,222,32,36,26.38,Sur,Tienda,21.83
701,2025-12-03 09:09:38.089044522,226,22,25,294.1,Sur,Tienda,245.8
702,2025-12-03 11:20:01.200600300,53,38,32,91.59,Norte,Tienda,52.47
703,2025-12-03 13:30:24.312156078,280,17,33,358.99,Sur,Online,218.6
704,03/12/2025,81,23,45,96.19,Centro,Tienda,74.02
705,03/12/2025,202,24,36,125.34,Centro,Distribuidor,100.69
706,03/12/2025,158,8,20,252.24,Oriente,Distribuidor,171.96
707,2025-12-03 22:11:56.758379189,120,6,18,458.27,Sur,Online,388.44
708,04/12/2025,59,5,38,113.74,Centro,Distribuidor,57.33
709,04/12/2025,215,29,3,80.68,Oriente,Distribuidor,48.8
710,2025-12-04 04:43:06.093046523,128,28,23,381.9,Oriente,Distribuidor,274.24
711,2025-12-04 06:53:29.204602301,224,11,32,255.3,Norte,Online,169.58
712,2025-12-04 09:03:52.316158079,209,1,45,456.77,Centro,Online,247.03
713,04/12/2025,115,19,16,81.84,Norte,Distribuidor,51.45
714,2025-12-04 13:24:38.539269635,209,9,5,326.5,Centro,Online,166.16
715,2025-12-04 15:35:01.650825413,14,27,4,124.11,Norte,Tienda,89.97
716,2025-12-04 17:45:24.762381190,9,34,21,86.81,Norte,Distribuidor,70.53
717,04/12/2025,40,4,40,344.88,Sur,Online,279.25
718,04/12/2025,237,36,14,300.91,Norte,Online,224.13
719,05/12/2025,281,18,39,379.87,Sur,Distribuidor,NA
720,05/12/2025,201,15,31,161.64,Oriente,Online,109.79
721,2025-12-05 04:37:20.320160080,246,13,14,229.51,Centro,Distribuidor,125.75
722,2025-12-05 06:47:43.431715858,278,19,6,208.68,Oriente,Online,129.25
723,05/12/2025,235,6,12,492.2,Centro,Tienda,278.44
724,2025-12-05 11:08:29.654827414,4,12,16,153.2,Oriente,Distribuidor,120.63
725,2025-12-05 13:18:52.766383191,154,37,17,154.46,Centro,Tienda,126.68
726,05/12/2025,29,17,45,183.73,Norte,Distribuidor,126.39
727,05/12/2025,109,23,23,286.65,Centro,Online,216.34
728,05/12/2025,98,26,14,133.64,Centro,Tienda,72.5
729,05/12/2025,215,29,7,458.49,Oriente,Online,326.9
730,2025-12-06 00:10:48.324162081,293,33,46,140.19,Oriente,Distribuidor,NA
731,06/12/2025,75,27,32,448.95,Oriente,Distribuidor,NA
732,06/12/2025,146,25,15,60.7,Sur,Distribuidor,35.52
733,06/12/2025,128,10,44,331.72,Sur,Distribuidor,267.72
734,2025-12-06 08:52:20.770385192,42,23,17,454.42,Centro,Distribuidor,345.37
735,06/12/2025,41,21,41,92.69,Centro,Tienda,75.54
736,06/12/2025,34,21,47,484.48,Norte,Distribuidor,381.01
737,06/12/2025,17,13,44,231.91,Norte,Online,196.34
738,06/12/2025,165,37,34,473.4,Centro,Tienda,268.54
739,06/12/2025,153,33,5,341.64,Sur,Online,181.19
740,06/12/2025,76,24,45,157.78,Centro,Distribuidor,97.5
741,07/12/2025,87,11,27,102.27,Norte,Online,55.75
742,07/12/2025,117,17,23,158.83,Sur,Tienda,108.5
743,2025-12-07 04:25:48.774387193,27,4,40,55.58,Sur,Tienda,40.1
744,07/12/2025,287,25,14,80.5,Norte,Tienda,56.54
745,07/12/2025,134,30,15,61.28,Centro,Online,36.2
746,2025-12-07 10:56:58.109054527,219,9,43,217.24,Oriente,Tienda,177.72
747,2025-12-07 13:07:21.220610305,168,21,33,399.83,Centro,Online,202.88
748,2025-12-07 15:17:44.332166083,98,20,31,79.28,Centro,Distribuidor,49.3
749,2025-12-07 17:28:07.443721861,268,19,35,73.86,Norte,Distribuidor,55.52
750,2025-12-07 19:38:30.555277639,237,19,17,325.28,Sur,Online,249.95
751,07/12/2025,173,12,28,106.62,Norte,Tienda,68.84
